LabID,x,y,om,ph,p_bray,k
620,-59.0868805555556,-38.2915611111111,4.474136354282433,6.36,8.859813084112151,799.1073372254104
623,-60.5032805555556,-36.7208805555556,5.539993667600953,6.34,10.815612382234185,695.0714824133399
625,-60.38825,-37.0084444444444,4.149070555361493,6.45,11.757738896366083,555.1601423487544
627,-60.4814111111111,-36.8982805555556,5.161510308319044,6.75,14.019337016574587,470.57493680224815
630,-60.6541111111111,-38.6028888888889,2.292819041408518,6.36,12.757746478873242,595.7549836509763
640,-61.2042222222222,-37.8466388888889,3.286980503324213,6.85,11.673239436619719,784.7760100481477
642,-61.3335555555556,-38.0226111111111,3.5183860415293475,6.61,13.719626168224302,770.1641351672273
643,-61.0605833333333,-38.0873333333333,4.682168924269586,6.85,6.687587168758718,670.2423577227491
646,-61.1212194444444,-37.03925,4.8459356390478625,6.46,6.561904761904763,518.5786340421482
660,-61.5375277777778,-38.2793888888889,3.9632361387782247,6.98,14.934579439252339,761.9747899159663
666,-59.6400111111111,-38.5188694444444,3.2444363176777316,6.61,4.794520547945206,639.9197259054026
687,-59.2437611111111,-37.2798611111111,4.487345808782763,5.88,22.969044414535666,705.0031322895763
696,-60.1548388888889,-38.4410888888889,3.5341540671427536,6.26,15.826502732240437,910.0562784484465
697,-60.2454111111111,-38.2598611111111,3.9521748494100235,6.02,13.448132780082986,704.1534931427182
698,-60.3209388888889,-38.3888305555556,3.1015010089362827,6.34,8.657142857142857,524.1469176726697
699,-60.5354611111111,-38.2970611111111,4.454269649334967,6.15,10.100278551532034,690.3779051155643
700,-60.4696388888889,-38.5064305555556,3.32139686512658,6.39,17.834699453551913,818.4028052641995
701,-59.9229388888889,-38.4735194444444,2.9550390379923366,6.25,9.22284122562674,1021.1249158626879
755,-58.2149166666667,-38.2992666666667,5.355350520154708,5.84,16.336448598130843,971.9275210084035
756,-57.6744,-38.0946833333333,5.815213180083041,5.7,7.177570093457945,638.8292158968851
757,-58.14445,-38.3702833333333,5.234490120461932,6.77,54.5607476635514,629.7093649085037
758,-57.96105,-38.21755,5.3769305808373264,6,17.925233644859812,675.4833512352309
760,-57.6268,-37.9065,5.542376541546593,5.98,22.785046728971963,644.1964285714287
761,-57.91695,-38.0105,4.931385199399292,5.92,14.280373831775702,488.0247578040904
762,-58.6798333333333,-37.9070833333333,5.365416938379654,6.19,30.44859813084112,219.17016806722685
763,-58.5337833333333,-37.6029833333333,6.194299591905427,5.54,16.50422535211268,641.9039145907475
764,-58.2501833333333,-37.7477666666667,4.627674711652906,5.92,20.258019525801956,560.9942090841491
765,-59.332,-37.9038166666667,4.544345975088308,6.16,9.807799442896936,714.8650998429437
766,-59.2045,-38.2388833333333,4.830158705190814,6.07,14.573770491803277,802.7218996267109
768,-58.54045,-38.4659333333333,5.700666102013913,5.82,10.654696132596683,796.7313585291113
769,-58.3667333333333,-38.0090166666667,5.1440344112769605,5.84,22.504672897196265,408.60528382319956
770,-58.3276333333333,-37.9936666666667,4.871469108459884,6.13,31.785915492957756,591.7024704618691
771,-59.4910666666667,-38.2963333333333,4.589428660539786,6.36,8.071038251366119,582.0333217890362
772,-59.6850833333333,-38.1739,4.659513350345433,5.77,14.319502074688796,394.862061308435
773,-59.3992,-38.2516666666667,4.9122183165652125,6.17,10.847619047619048,358.7780609277686
774,-57.9541,-38.2840833333333,6.178245290830037,6.02,7.270718232044199,627.4259448416752
775,-58.4367166666667,-37.8211666666667,6.018101635683125,6.12,28.766355140186914,895.3396342831502
778,-59.2079,-38.5336222222222,5.629841027126568,5.74,17.06967213114754,914.8801454581435
780,-58.5257666666667,-38.0784,5.422999585972764,5.83,14.186915887850466,461.78686759956946
782,-58.7416833333333,-38.3105333333333,4.998781520217415,6.07,9.887850467289722,777.3371848739495
784,-59.2138333333333,-38.2022833333333,2.1973177189409494,8.2,20.942857142857143,615.8003908569167
938,-60.1160388888889,-36.8997388888889,6.260792519348293,6.41,15.149394347240914,1047.6450530197308
1123,-58.311475,-37.7633416666667,4.7554892376773905,5.98,18.771830985915496,733.7502616705046
´1504,-61.3747222222222,-36.9069444444444,4.115361136684446,6.19,9.977900552486187,633.6296270338463
´1524,-61.2158333333333,-37.8244444444444,3.9751047163930924,6.12,12.071625344352618,659.9119340543224
´1500,-60.2393805555556,-37.3430777777778,1.4505600773631877,6.2,36.63911845730028,457.73991209327886
